ampl.tab 1 7
LIN	status	snd_bus	rec_bus	X	V	Pmax	install_cost
36042_36788	installed	36042	36788	0.003300	138	465	0
36043_36790	installed	36043	36790	0.008550	138	480	0
36044_36865	installed	36044	36865	0.003200	138	465	0
36045_36864	installed	36045	36864	0.004400	138	465	0
36046_36922	installed	36046	36922	0.005000	138	445	0
36047_36936	installed	36047	36936	0.008730	138	465	0
36048_36937	installed	36048	36937	0.003200	138	465	0
36049_36941	installed	36049	36941	0.004200	138	465	0
36050_36940	installed	36050	36940	0.009000	138	465	0
36051_36943	installed	36051	36943	0.002500	138	465	0
36052_36942	installed	36052	36942	0.004700	138	465	0
36054_36971	installed	36054	36971	0.003400	138	465	0
36055_36970	installed	36055	36970	0.003500	138	465	0
36056_37039	installed	36056	37039	0.003100	138	480	0
36057_37038	installed	36057	37038	0.002800	138	465	0
36058_37065	installed	36058	37065	0.002900	138	465	0
36059_37064	installed	36059	37064	0.003100	138	465	0
36060_36372	installed	36060	36372	0.003070	345	1380	0
36061_36373	installed	36061	36373	0.003390	345	1380	0
36063_37124	installed	36063	37124	0.003200	138	480	0
36064_37137	installed	36064	37137	0.004600	138	465	0
36065_37136	installed	36065	37136	0.009130	138	465	0
36066_37230	installed	36066	37230	0.003400	138	465	0
36067_37231	installed	36067	37231	0.000300	138	465	0
36068_37245	installed	36068	37245	0.003000	138	465	0
36069_37245	installed	36069	37245	0.004100	138	465	0
36070_37244	installed	36070	37244	0.003210	138	465	0
36071_37244	installed	36071	37244	0.002000	138	465	0
36072_37262	installed	36072	37262	0.001800	138	465	0
36073_37263	installed	36073	37263	0.002800	138	480	0
36078_37296	installed	36078	37296	0.008870	138	480	0
36081_37328	installed	36081	37328	0.004200	138	465	0
36082_37329	installed	36082	37329	0.004500	138	465	0
36084_37333	installed	36084	37333	0.004600	138	480	0
36085_36415	installed	36085	36415	0.002980	345	1380	0
36086_36414	installed	36086	36414	0.002330	345	1380	0
36092_36708	installed	36092	36708	0.003400	138	480	0
36093_36791	installed	36093	36791	0.003400	138	480	0
36107_36007	installed	36107	36007	0.039800	138	10000	0
36108_36008	installed	36108	36008	0.096600	138	10000	0
36109_36009	installed	36109	36009	0.044300	138	10000	0
36110_36010	installed	36110	36010	0.086200	138	10000	0
36111_36011	installed	36111	36011	0.044000	138	10000	0
36113_36013	installed	36113	36013	0.050400	138	10000	0
36114_36014	installed	36114	36014	0.054500	138	10000	0
36115_36015	installed	36115	36015	0.038600	138	10000	0
36116_36016	installed	36116	36016	0.077700	138	10000	0
36117_36017	installed	36117	36017	0.078700	138	10000	0
36118_36018	installed	36118	36018	0.039300	138	10000	0
36119_36019	installed	36119	36019	0.041100	138	10000	0
36120_36020	installed	36120	36020	0.044300	138	10000	0
36121_36021	installed	36121	36021	0.045350	345	1378	0
36122_36022	installed	36122	36022	0.041900	138	10000	0
36123_36023	installed	36123	36023	0.044400	138	10000	0
36124_36024	installed	36124	36024	0.040200	138	10000	0
36125_36025	installed	36125	36025	0.041000	138	10000	0
36126_36026	installed	36126	36026	0.043600	138	10000	0
36127_36027	installed	36127	36027	0.044400	138	10000	0
36128_36028	installed	36128	36028	0.081000	138	10000	0
36129_36029	installed	36129	36029	0.082700	138	10000	0
36130_36030	installed	36130	36030	0.045510	138	10000	0
36131_36031	installed	36131	36031	0.081200	138	10000	0
36132_36032	installed	36132	36032	0.044100	138	10000	0
36133_36033	installed	36133	36033	0.041300	138	10000	0
36134_36034	installed	36134	36034	0.045000	138	10000	0
36135_36035	installed	36135	36035	0.084500	138	10000	0
36136_36036	installed	36136	36036	0.041500	138	10000	0
36137_36037	installed	36137	36037	0.082600	138	10000	0
36138_36038	installed	36138	36038	0.039100	138	10000	0
36139_36039	installed	36139	36039	0.041100	138	10000	0
36140_36040	installed	36140	36040	0.046200	138	10000	0
36141_36041	installed	36141	36041	0.039600	138	10000	0
36142_36042	installed	36142	36042	0.040600	138	10000	0
36143_36043	installed	36143	36043	0.057320	138	10000	0
36144_36044	installed	36144	36044	0.045100	138	10000	0
36145_36045	installed	36145	36045	0.044200	138	10000	0
36146_36046	installed	36146	36046	0.046600	138	10000	0
36147_36047	installed	36147	36047	0.057170	138	10000	0
36148_36048	installed	36148	36048	0.044600	138	10000	0
36149_36049	installed	36149	36049	0.041900	138	10000	0
36150_36050	installed	36150	36050	0.058170	138	10000	0
36151_36051	installed	36151	36051	0.082000	138	10000	0
36152_36052	installed	36152	36052	0.085900	138	10000	0
36154_36054	installed	36154	36054	0.041000	138	10000	0
36155_36055	installed	36155	36055	0.041200	138	10000	0
36156_36056	installed	36156	36056	0.040400	138	10000	0
36157_36057	installed	36157	36057	0.039100	138	10000	0
36158_36058	installed	36158	36058	0.042600	138	10000	0
36159_36059	installed	36159	36059	0.040600	138	10000	0
36160_36060	installed	36160	36060	0.045620	345	1378	0
36161_36061	installed	36161	36061	0.045050	345	1378	0
36163_36063	installed	36163	36063	0.040500	138	10000	0
36164_36064	installed	36164	36064	0.044500	138	10000	0
36165_36065	installed	36165	36065	0.058570	138	10000	0
36166_36066	installed	36166	36066	0.041800	138	10000	0
36167_36067	installed	36167	36067	0.050700	138	10000	0
36168_36068	installed	36168	36068	0.039900	138	10000	0
36169_36069	installed	36169	36069	0.082800	138	10000	0
36170_36070	installed	36170	36070	0.045340	138	10000	0
36171_36071	installed	36171	36071	0.096300	138	10000	0
36172_36072	installed	36172	36072	0.053700	138	10000	0
36173_36073	installed	36173	36073	0.040900	138	10000	0
36174_36074	installed	36174	36074	0.043600	138	10000	0
36175_36075	installed	36175	36075	0.044200	138	10000	0
36178_36078	installed	36178	36078	0.057570	138	10000	0
36181_36081	installed	36181	36081	0.044100	138	10000	0
36182_36082	installed	36182	36082	0.044200	138	10000	0
36184_36084	installed	36184	36084	0.044400	138	10000	0
36185_36085	installed	36185	36085	0.044760	345	1378	0
36186_36086	installed	36186	36086	0.039310	345	1378	0
36192_36092	installed	36192	36092	0.041800	138	10000	0
36193_36093	installed	36193	36093	0.041800	138	10000	0
36194_36363	installed	36194	36363	0.057320	34.5	465	0
36198_36358	installed	36198	36358	0.057320	34.5	465	0
36212_36918	installed	36212	36918	0.007000	138	446	0
36212_37298	installed	36212	37298	0.000100	138	478	0
36213_37299	installed	36213	37299	0.000100	138	478	0
36213_36865	installed	36213	36865	0.007000	138	532	0
36255_36260	installed	36255	36260	0.002400	765	5103	0
36255_36258	installed	36255	36258	0.002900	765	3829	0
36255_36021	installed	36255	36021	0.021150	765	1380	0
36255_36002	installed	36255	36002	0.002940	765	10000	0
36255_36001	installed	36255	36001	0.003300	765	10000	0
36258_36061	installed	36258	36061	0.020720	765	1380	0
36258_36060	installed	36258	36060	0.021240	765	1380	0
36260_36086	installed	36260	36086	0.020610	765	1380	0
36260_36085	installed	36260	36085	0.021230	765	1380	0
36261_36393	installed	36261	36393	0.003600	345	1530	0
36261_36299	installed	36261	36299	0.030520	345	1530	0
36261_36279	installed	36261	36279	0.000150	345	10000	0
36261_36278	installed	36261	36278	0.000150	345	10000	0
36264_36334	installed	36264	36334	0.011800	345	1540	0
36264_36008	installed	36264	36008	0.022300	345	465	0
36264_36007	installed	36264	36007	0.024500	345	480	0
36265_36267	installed	36265	36267	0.007100	345	1740	0
36265_36010	installed	36265	36010	0.025200	345	465	0
36265_36009	installed	36265	36009	0.025000	345	480	0
36267_36337	installed	36267	36337	0.004800	345	1540	0
36268_36298	installed	36268	36298	0.022130	345	1740	0
36268_36278	installed	36268	36278	0.008000	345	1530	0
36268_36011	installed	36268	36011	0.024400	345	480	0
36270_36414	installed	36270	36414	0.013500	345	1470	0
36270_36336	installed	36270	36336	0.006500	345	1530	0
36270_36272	installed	36270	36272	0.005000	345	1530	0
36271_36415	installed	36271	36415	0.012000	345	1470	0
36271_36335	installed	36271	36335	0.006500	345	1530	0
36271_36273	installed	36271	36273	0.005000	345	1530	0
36272_36278	installed	36272	36278	0.005300	345	1530	0
36272_36034	installed	36272	36034	0.025000	345	480	0
36272_36015	installed	36272	36015	0.023700	345	465	0
36273_36014	installed	36273	36014	0.021700	345	465	0
36273_36279	installed	36273	36279	0.005400	345	1530	0
36273_36013	installed	36273	36013	0.021700	345	465	0
36274_36346	installed	36274	36346	0.012830	345	1800	0
36274_36308	installed	36274	36308	0.017800	345	1740	0
36274_36298	installed	36274	36298	0.014600	345	1735	0
36274_36275	installed	36274	36275	0.000010	345	1542	0
36275_36347	installed	36275	36347	0.012890	345	1800	0
36275_36309	installed	36275	36309	0.017800	345	1740	0
36275_36299	installed	36275	36299	0.014600	345	1739	0
36277_36345	installed	36277	36345	0.015400	345	1739	0
36277_36343	installed	36277	36343	0.034200	345	1235	0
36278_36282	installed	36278	36282	0.004720	345	1739	0
36278_36016	installed	36278	36016	0.023200	345	459	0
36279_36017	installed	36279	36017	0.023600	345	459	0
36280_37632	installed	36280	37632	0.010630	345	1739	0
36280_36288	installed	36280	36288	0.014000	345	1530	0
36280_36281	installed	36280	36281	0.000010	345	10000	0
36281_36407	installed	36281	36407	0.014050	345	1740	0
36281_36289	installed	36281	36289	0.012600	345	1530	0
36282_36330	installed	36282	36330	0.004490	345	1740	0
36284_37616	installed	36284	37616	0.000150	345	1530	0
36284_36382	installed	36284	36382	0.001040	345	1530	0
36284_36362	installed	36284	36362	0.019790	345	1530	0
36288_36406	installed	36288	36406	0.017400	345	1440	0
36288_36289	installed	36288	36289	0.000150	345	10000	0
36288_36019	installed	36288	36019	0.024500	345	465	0
36289_36389	installed	36289	36389	0.025900	345	1530	0
36289_36020	installed	36289	36020	0.024300	345	480	0
36289_36018	installed	36289	36018	0.024000	345	465	0
36291_37615	installed	36291	37615	0.009490	345	1739	0
36291_37528	installed	36291	37528	0.018970	345	10000	0
36291_36302	installed	36291	36302	0.007400	345	1542	0
36294_36295	installed	36294	36295	0.000150	345	10000	0
36294_36336	installed	36294	36336	0.012950	345	1530	0
36294_36025	installed	36294	36025	0.024600	345	480	0
36294_36023	installed	36294	36023	0.024600	345	480	0
36295_36335	installed	36295	36335	0.012900	345	1530	0
36295_36024	installed	36295	36024	0.024800	345	480	0
36295_36022	installed	36295	36022	0.025700	345	480	0
36298_36299	installed	36298	36299	0.000150	345	2091	0
36298_36027	installed	36298	36027	0.024100	345	480	0
36299_36026	installed	36299	36026	0.025900	345	480	0
36300_36380	installed	36300	36380	0.002900	345	1235	0
36300_36356	installed	36300	36356	0.010700	345	1540	0
36300_36338	installed	36300	36338	0.005700	345	1540	0
36300_36332	installed	36300	36332	0.002400	345	1540	0
36300_36301	installed	36300	36301	0.000150	345	10000	0
36300_36030	installed	36300	36030	0.024860	345	465	0
36300_36031	installed	36300	36031	0.023700	345	465	0
36301_36357	installed	36301	36357	0.010700	345	1530	0
36301_36339	installed	36301	36339	0.005700	345	1542	0
36301_36333	installed	36301	36333	0.002300	345	1739	0
36301_36381	installed	36301	36381	0.002900	345	1530	0
36301_36028	installed	36301	36028	0.023900	345	465	0
36301_36029	installed	36301	36029	0.024800	345	465	0
36302_36378	installed	36302	36378	0.052700	345	1360	0
36302_37536	installed	36302	37536	0.011740	345	10000	0
36302_36314	installed	36302	36314	0.008330	345	1530	0
36302_36310	installed	36302	36310	0.020000	345	1530	0
36302_36303	installed	36302	36303	0.000150	345	10000	0
36302_36032	installed	36302	36032	0.024300	345	480	0
36303_36345	installed	36303	36345	0.021200	345	1735	0
36303_37537	installed	36303	37537	0.012480	345	10000	0
36303_36315	installed	36303	36315	0.008330	345	1235	0
36303_36311	installed	36303	36311	0.020000	345	1530	0
36303_36033	installed	36303	36033	0.025700	345	480	0
36308_37646	installed	36308	37646	0.008010	345	1141	0
36308_36334	installed	36308	36334	0.006800	345	1452	0
36309_37649	installed	36309	37649	0.002880	345	1141	0
36309_36337	installed	36309	36337	0.006800	345	1452	0
36310_36404	installed	36310	36404	0.008900	345	1530	0
36310_36372	installed	36310	36372	0.013430	345	1740	0
36310_36356	installed	36310	36356	0.010900	345	1530	0
36310_36349	installed	36310	36349	0.000150	345	1542	0
36310_36092	installed	36310	36092	0.025400	345	480	0
36310_36362	installed	36310	36362	0.038190	345	1235	0
36310_36035	installed	36310	36035	0.024600	345	465	0
36311_37637	installed	36311	37637	0.000630	345	1300	0
36311_36373	installed	36311	36373	0.013300	345	1740	0
36311_36349	installed	36311	36349	0.000150	345	1793	0
36311_36037	installed	36311	36037	0.025000	345	465	0
36312_36356	installed	36312	36356	0.005000	345	1530	0
36312_36313	installed	36312	36313	0.000150	345	10000	0
36312_36039	installed	36312	36039	0.025500	345	465	0
36313_36357	installed	36313	36357	0.005000	345	1530	0
36313_36040	installed	36313	36040	0.026400	345	465	0
36313_36038	installed	36313	36038	0.024200	345	465	0
36314_37606	installed	36314	37606	0.000150	345	10000	0
36314_36334	installed	36314	36334	0.012230	345	1530	0
36314_36315	installed	36314	36315	0.000150	345	2091	0
36315_37601	installed	36315	37601	0.000150	345	10000	0
36315_36337	installed	36315	36337	0.012230	345	1530	0
36317_36319	installed	36317	36319	0.001600	345	1530	0
36319_37637	installed	36319	37637	0.000470	345	1530	0
36319_36325	installed	36319	36325	0.002500	345	1530	0
36321_36349	installed	36321	36349	0.001100	345	1530	0
36321_36327	installed	36321	36327	0.002500	345	1530	0
36323_36327	installed	36323	36327	0.001600	345	1530	0
36325_36405	installed	36325	36405	0.005200	345	1530	0
36327_36357	installed	36327	36357	0.007900	345	1530	0
36330_36394	installed	36330	36394	0.001250	345	930	0
36332_36390	installed	36332	36390	0.002900	345	1735	0
36332_36042	installed	36332	36042	0.024200	345	465	0
36333_36391	installed	36333	36391	0.002900	345	1735	0
36333_36041	installed	36333	36041	0.023400	345	465	0
36334_36336	installed	36334	36336	0.000150	345	1540	0
36334_36335	installed	36334	36335	0.000150	345	1542	0
36334_36043	installed	36334	36043	0.029880	345	480	0
36335_36379	installed	36335	36379	0.066900	345	1095	0
36335_36355	installed	36335	36355	0.005900	345	1542	0
36335_36337	installed	36335	36337	0.000150	345	1540	0
36336_36378	installed	36336	36378	0.067000	345	1095	0
36336_36354	installed	36336	36354	0.005900	345	1542	0
36337_36093	installed	36337	36093	0.025400	345	480	0
36338_36356	installed	36338	36356	0.005200	345	1739	0
36338_36045	installed	36338	36045	0.024300	345	465	0
36339_36357	installed	36339	36357	0.005200	345	1739	0
36339_36044	installed	36339	36044	0.024900	345	465	0
36340_37543	installed	36340	37543	0.031260	345	10000	0
36340_36354	installed	36340	36354	0.008200	345	1356	0
36340_36341	installed	36340	36341	0.000010	345	10000	0
36341_36355	installed	36341	36355	0.008200	345	1542	0
36341_37542	installed	36341	37542	0.030840	345	10000	0
36342_37545	installed	36342	37545	0.007910	345	10000	0
36342_36348	installed	36342	36348	0.015200	345	1357	0
36342_36343	installed	36342	36343	0.000010	345	10000	0
36343_37544	installed	36343	37544	0.021280	345	10000	0
36344_36414	installed	36344	36414	0.025080	345	1235	0
36344_36348	installed	36344	36348	0.033400	345	1356	0
36344_36345	installed	36344	36345	0.000010	345	10000	0
36344_36063	installed	36344	36063	0.024700	345	480	0
36346_36046	installed	36346	36046	0.026000	345	445	0
36346_36372	installed	36346	36372	0.020500	345	2001	0
36346_36347	installed	36346	36347	0.000010	345	10000	0
36347_36373	installed	36347	36373	0.020480	345	2115	0
36349_36036	installed	36349	36036	0.024500	345	465	0
36350_36398	installed	36350	36398	0.020000	345	1234	0
36350_36420	installed	36350	36420	0.011910	345	1235	0
36350_36380	installed	36350	36380	0.009600	345	1235	0
36350_36048	installed	36350	36048	0.024700	345	465	0
36351_37647	installed	36351	37647	0.007840	345	1235	0
36351_36389	installed	36351	36389	0.011200	345	1530	0
36351_36381	installed	36351	36381	0.009600	345	1530	0
36351_36047	installed	36351	36047	0.030030	345	465	0
36352_36356	installed	36352	36356	0.005500	345	1740	0
36352_36354	installed	36352	36354	0.008100	345	1735	0
36352_36353	installed	36352	36353	0.000150	345	10000	0
36352_36050	installed	36352	36050	0.030630	345	465	0
36353_36357	installed	36353	36357	0.005500	345	1740	0
36353_36355	installed	36353	36355	0.008100	345	1735	0
36353_36358	installed	36353	36358	0.029880	345	465	0
36353_36049	installed	36353	36049	0.025000	345	465	0
36354_36374	installed	36354	36374	0.003560	345	1800	0
36354_36360	installed	36354	36360	0.012340	345	800	0
36354_36355	installed	36354	36355	0.000150	345	10000	0
36354_37614	installed	36354	37614	0.010300	345	1530	0
36355_37615	installed	36355	37615	0.010310	345	1739	0
36355_36375	installed	36355	36375	0.003560	345	1800	0
36355_36361	installed	36355	36361	0.012600	345	800	0
36356_36374	installed	36356	36374	0.009560	345	1800	0
36356_36357	installed	36356	36357	0.000150	345	1542	0
36356_36052	installed	36356	36052	0.024400	345	465	0
36357_36375	installed	36357	36375	0.009560	345	1800	0
36357_36051	installed	36357	36051	0.024000	345	465	0
36360_36361	installed	36360	36361	0.000150	345	10000	0
36360_36055	installed	36360	36055	0.025700	345	465	0
36361_36054	installed	36361	36054	0.025700	345	465	0
36362_37632	installed	36362	37632	0.007140	345	1530	0
36362_36368	installed	36362	36368	0.003800	345	1721	0
36362_36363	installed	36362	36363	0.029880	345	465	0
36362_36057	installed	36362	36057	0.023700	345	465	0
36362_36056	installed	36362	36056	0.025000	345	480	0
36364_36420	installed	36364	36420	0.017000	345	1530	0
36364_36390	installed	36364	36390	0.003660	345	1530	0
36364_36059	installed	36364	36059	0.024500	345	465	0
36365_36421	installed	36365	36421	0.017100	345	1530	0
36365_36391	installed	36365	36391	0.003640	345	1530	0
36365_36058	installed	36365	36058	0.024600	345	465	0
36368_36382	installed	36368	36382	0.016000	345	1589	0
36372_36373	installed	36372	36373	0.000150	345	1542	0
36378_37549	installed	36378	37549	0.008870	345	10000	0
36378_36379	installed	36378	36379	0.000010	345	10000	0
36379_37550	installed	36379	37550	0.014050	345	10000	0
36380_36065	installed	36380	36065	0.030600	345	465	0
36381_36064	installed	36381	36064	0.025200	345	465	0
36382_64405	installed	36382	64405	0.006900	345	1195	0
36382_64400	installed	36382	64400	0.001090	345	1000	0
36382_37552	installed	36382	37552	0.012390	345	10000	0
36382_37551	installed	36382	37551	0.010940	345	10000	0
36389_36405	installed	36389	36405	0.012900	345	1234	0
36389_36067	installed	36389	36067	0.021700	345	465	0
36389_36066	installed	36389	36066	0.025400	345	465	0
36390_36391	installed	36390	36391	0.000150	345	10000	0
36390_36071	installed	36390	36071	0.021600	345	465	0
36390_36070	installed	36390	36070	0.024840	345	465	0
36391_36069	installed	36391	36069	0.025000	345	465	0
36391_36068	installed	36391	36068	0.024000	345	465	0
36392_36393	installed	36392	36393	0.000100	345	10000	0
36392_36072	installed	36392	36072	0.021800	345	465	0
36393_36073	installed	36393	36073	0.023600	345	480	0
36394_36395	installed	36394	36395	0.000150	345	10000	0
36394_36075	installed	36394	36075	0.025300	345	480	0
36395_36074	installed	36395	36074	0.025200	345	480	0
36396_37646	installed	36396	37646	0.007690	345	1141	0
36396_36397	installed	36396	36397	0.004450	345	1141	0
36398_36404	installed	36398	36404	0.003400	345	1234	0
36398_36078	installed	36398	36078	0.030330	345	480	0
36404_36405	installed	36404	36405	0.000150	345	10000	0
36404_36081	installed	36404	36081	0.024200	345	465	0
36405_36082	installed	36405	36082	0.024600	345	465	0
36406_39058	installed	36406	39058	0.010000	345	1655	0
36406_36407	installed	36406	36407	0.000150	345	10000	0
36406_36084	installed	36406	36084	0.024800	345	480	0
36414_36415	installed	36414	36415	0.000010	345	10000	0
36420_39247	installed	36420	39247	0.039500	345	1147	0
36420_36421	installed	36420	36421	0.000010	345	10000	0
36421_37647	installed	36421	37647	0.003920	345	1235	0
36421_38849	installed	36421	38849	0.007400	345	1195	0
36426_37326	installed	36426	37326	0.000500	138	430	0
36426_36936	installed	36426	36936	0.057200	138	445	0
36426_36870	installed	36426	36870	0.003400	138	182	0
36427_36937	installed	36427	36937	0.057000	138	445	0
36427_37327	installed	36427	37327	0.000500	138	430	0
36427_36871	installed	36427	36871	0.003500	138	182	0
36428_36870	installed	36428	36870	0.011700	138	235	0
36429_36871	installed	36429	36871	0.011900	138	235	0
36432_36438	installed	36432	36438	0.013200	138	182	0
36433_36439	installed	36433	36439	0.008100	138	182	0
36438_37090	installed	36438	37090	0.021400	138	445	0
36438_36806	installed	36438	36806	0.003100	138	445	0
36439_37061	installed	36439	37061	0.003500	138	445	0
36439_36807	installed	36439	36807	0.001900	138	445	0
36440_36990	installed	36440	36990	0.002000	138	390	0
36440_36838	installed	36440	36838	0.018100	138	390	0
36440_36442	installed	36440	36442	0.003500	138	182	0
36441_37361	installed	36441	37361	0.003220	138	260	0
36441_36541	installed	36441	36541	0.000930	138	260	0
36441_36443	installed	36441	36443	0.000500	138	182	0
36448_36794	installed	36448	36794	0.002000	138	390	0
36448_36604	installed	36448	36604	0.009600	138	390	0
36449_36795	installed	36449	36795	0.001900	138	445	0
36449_36605	installed	36449	36605	0.009500	138	445	0
36451_36881	installed	36451	36881	0.008100	138	225	0
36451_36845	installed	36451	36845	0.012200	138	225	0
36451_36453	installed	36451	36453	0.003300	138	46.5	0
36456_36526	installed	36456	36526	0.005980	138	360	0
36456_36598	installed	36456	36598	0.018800	138	406	0
36456_36458	installed	36456	36458	0.017300	138	209	0
36457_36599	installed	36457	36599	0.019000	138	445	0
36457_36533	installed	36457	36533	0.014890	138	386	0
36457_36527	installed	36457	36527	0.000680	138	445	0
36458_36594	installed	36458	36594	0.007200	138	209	0
36459_36595	installed	36459	36595	0.007300	138	182	0
36459_36527	installed	36459	36527	0.016720	138	182	0
36460_36612	installed	36460	36612	0.000700	138	182	0
36461_36613	installed	36461	36613	0.000900	138	182	0
36462_36644	installed	36462	36644	0.003500	138	316	0
36462_36612	installed	36462	36612	0.002800	138	182	0
36462_36464	installed	36462	36464	0.011700	138	316	0
36463_36645	installed	36463	36645	0.003400	138	316	0
36463_36613	installed	36463	36613	0.002900	138	182	0
36463_36465	installed	36463	36465	0.011800	138	316	0
36466_37128	installed	36466	37128	0.003900	138	83.7	0
36466_37034	installed	36466	37034	0.002900	138	122	0
36466_36816	installed	36466	36816	0.001300	138	39.5	0
36467_37129	installed	36467	37129	0.003900	138	83.7	0
36467_37035	installed	36467	37035	0.003100	138	122	0
36467_36817	installed	36467	36817	0.001300	138	40.5	0
36468_37130	installed	36468	37130	0.003900	138	83.7	0
36468_37034	installed	36468	37034	0.002900	138	122	0
36468_36818	installed	36468	36818	0.001200	138	39.5	0
36469_37131	installed	36469	37131	0.003900	138	83.7	0
36469_37035	installed	36469	37035	0.003000	138	122	0
36469_36819	installed	36469	36819	0.001200	138	40.5	0
36470_36472	installed	36470	36472	0.001400	138	261	0
36471_36473	installed	36471	36473	0.001400	138	261	0
36472_37140	installed	36472	37140	0.002600	138	445	0
36472_37066	installed	36472	37066	0.001800	138	445	0
36473_37141	installed	36473	37141	0.002700	138	445	0
36473_37067	installed	36473	37067	0.001800	138	445	0
36474_37362	installed	36474	37362	0.009200	138	129	0
36474_36878	installed	36474	36878	0.002800	138	182	0
36474_36476	installed	36474	36476	0.000200	138	129	0
36475_37363	installed	36475	37363	0.019200	138	129	0
36475_36879	installed	36475	36879	0.002700	138	182	0
36475_36477	installed	36475	36477	0.000200	138	129	0
36478_36480	installed	36478	36480	0.011200	138	181	0
36479_36481	installed	36479	36481	0.011100	138	181	0
36480_36792	installed	36480	36792	0.043480	138	445	0
36480_36588	installed	36480	36588	0.010540	138	445	0
36481_36875	installed	36481	36875	0.030120	138	445	0
36481_36589	installed	36481	36589	0.010540	138	445	0
36482_36812	installed	36482	36812	0.020400	138	184	0
36482_37194	installed	36482	37194	0.012000	138	184	0
36482_36484	installed	36482	36484	0.023010	138	317	0
36483_37195	installed	36483	37195	0.013800	138	184	0
36483_36813	installed	36483	36813	0.018390	138	184	0
36483_36485	installed	36483	36485	0.023010	138	317	0
36486_36928	installed	36486	36928	0.020540	138	445	0
36486_36568	installed	36486	36568	0.004600	138	445	0
36487_36929	installed	36487	36929	0.019950	138	445	0
36487_36569	installed	36487	36569	0.005000	138	445	0
36488_37364	installed	36488	37364	0.017300	138	390	0
36488_36522	installed	36488	36522	0.023500	138	390	0
36489_37301	installed	36489	37301	0.014480	138	390	0
36489_36523	installed	36489	36523	0.023390	138	390	0
36491_37291	installed	36491	37291	0.014900	138	322	0
36491_36573	installed	36491	36573	0.012170	138	322	0
36492_37136	installed	36492	37136	0.014800	138	445	0
36492_37098	installed	36492	37098	0.017700	138	317	0
36493_37137	installed	36493	37137	0.016000	138	445	0
36493_37099	installed	36493	37099	0.017700	138	261	0
36494_36858	installed	36494	36858	0.011200	138	509	0
36494_36496	installed	36494	36496	0.014250	138	509	0
36495_36859	installed	36495	36859	0.011200	138	509	0
36495_36497	installed	36495	36497	0.014250	138	509	0
36498_36540	installed	36498	36540	0.001500	138	390	0
36498_36558	installed	36498	36558	0.010500	138	390	0
36498_36500	installed	36498	36500	0.000990	138	235	0
36499_36559	installed	36499	36559	0.011220	138	260	0
36499_36541	installed	36499	36541	0.001580	138	260	0
36499_36501	installed	36499	36501	0.000990	138	235	0
36507_36699	installed	36507	36699	0.018260	138	261	0
36507_36509	installed	36507	36509	0.011510	138	423	0
36508_36698	installed	36508	36698	0.029800	138	261	0
36508_37230	installed	36508	37230	0.018520	138	261	0
36508_36510	installed	36508	36510	0.020500	138	245	0
36509_37231	installed	36509	37231	0.018100	138	261	0
36509_36511	installed	36509	36511	0.020400	138	245	0
36512_37328	installed	36512	37328	0.002110	138	586	0
36512_37254	installed	36512	37254	0.005160	138	430	0
36512_37246	installed	36512	37246	0.021160	138	359	0
36512_36514	installed	36512	36514	0.016300	138	181	0
36513_37255	installed	36513	37255	0.004360	138	430	0
36513_37329	installed	36513	37329	0.002110	138	586	0
36513_37247	installed	36513	37247	0.021160	138	359	0
36513_36515	installed	36513	36515	0.020800	138	181	0
36518_37366	installed	36518	37366	0.012440	138	290	0
36518_36992	installed	36518	36992	0.002300	138	445	0
36518_36616	installed	36518	36616	0.008850	138	445	0
36519_36993	installed	36519	36993	0.002100	138	390	0
36519_37367	installed	36519	37367	0.012260	138	322	0
36519_36617	installed	36519	36617	0.015840	138	390	0
36520_37218	installed	36520	37218	0.007100	138	390	0
36520_36832	installed	36520	36832	0.011900	138	305.6	0
36520_36742	installed	36520	36742	0.006700	138	445	0
36520_36616	installed	36520	36616	0.001580	138	445	0
36521_36833	installed	36521	36833	0.011900	138	280	0
36521_37219	installed	36521	37219	0.007200	138	390	0
36521_36743	installed	36521	36743	0.006700	138	437	0
36521_36617	installed	36521	36617	0.002430	138	390	0
36522_36790	installed	36522	36790	0.001100	138	390	0
36522_36524	installed	36522	36524	0.000300	138	186	0
36523_36791	installed	36523	36791	0.001090	138	390	0
36523_36525	installed	36523	36525	0.000200	138	181	0
36526_37201	installed	36526	37201	0.041420	138	360	0
36526_36528	installed	36526	36528	0.004850	138	261	0
36527_36529	installed	36527	36529	0.010960	138	182	0
36530_36892	installed	36530	36892	0.013160	138	445	0
36530_36536	installed	36530	36536	0.010600	138	390	0
36530_36531	installed	36530	36531	0.000150	138	10000	0
36531_36893	installed	36531	36893	0.013300	138	445	0
36531_36537	installed	36531	36537	0.010600	138	390	0
36532_37200	installed	36532	37200	0.056200	138	178	0
36532_36952	installed	36532	36952	0.047690	138	445	0
36532_36606	installed	36532	36606	0.000800	138	445	0
36533_36953	installed	36533	36953	0.047510	138	445	0
36533_36609	installed	36533	36609	0.013800	138	172	0
36536_36720	installed	36536	36720	0.012600	138	390	0
36537_36721	installed	36537	36721	0.012500	138	390	0
36540_37360	installed	36540	37360	0.004050	138	290	0
36540_37250	installed	36540	37250	0.010400	138	181	0
36540_36542	installed	36540	36542	0.016500	138	261	0
36541_37251	installed	36541	37251	0.010200	138	181	0
36541_36543	installed	36541	36543	0.016560	138	261	0
